xk,xpl,xmw,xTe,,,yts,ytt
0.4,0.9,1.033,305.8,,,5,0
0.4,0.9,0.9957,311.1,,,5,0.5
0.4,0.9,0.9587,316.4,,,5,1
0.4,0.9,0.9222,321.7,,,5,1.5
0.4,0.9,0.886,326.9,,,5,2
0.4,0.9,0.8501,332,,,5,2.5
0.4,0.9,0.8145,337.1,,,5,3
0.4,0.9,0.7789,342.2,,,5,3.5
0.4,0.9,0.7433,347.3,,,5,4
0.4,0.9,0.7076,352.4,,,5,4.5
0.4,0.9,0.6714,357.6,,,5,5
0.4,0.9,0.6346,362.9,,,5,5.5
0.4,0.9,0.5968,368.3,,,5,6
0.4,0.9,1.011,308.9,,,5.5,0
0.4,0.9,0.9754,314,,,5.5,0.5
0.4,0.9,0.9398,319.1,,,5.5,1
0.4,0.9,0.9046,324.2,,,5.5,1.5
0.4,0.9,0.8698,329.2,,,5.5,2
0.4,0.9,0.8352,334.1,,,5.5,2.5
0.4,0.9,0.8007,339.1,,,5.5,3
0.4,0.9,0.7663,344,,,5.5,3.5
0.4,0.9,0.7318,348.9,,,5.5,4
0.4,0.9,0.6971,353.9,,,5.5,4.5
0.4,0.9,0.662,359,,,5.5,5
0.4,0.9,0.6262,364.1,,,5.5,5.5
0.4,0.9,0.5893,369.4,,,5.5,6
0.4,0.9,0.9911,311.8,,,6,0
0.4,0.9,0.9564,316.8,,,6,0.5
0.4,0.9,0.9222,321.7,,,6,1
0.4,0.9,0.8883,326.5,,,6,1.5
0.4,0.9,0.8546,331.4,,,6,2
0.4,0.9,0.8212,336.1,,,6,2.5
0.4,0.9,0.7878,340.9,,,6,3
0.4,0.9,0.7545,345.7,,,6,3.5
0.4,0.9,0.721,350.5,,,6,4
0.4,0.9,0.6873,355.3,,,6,4.5
0.4,0.9,0.6531,360.2,,,6,5
0.4,0.9,0.6182,365.2,,,6,5.5
0.4,0.9,0.5823,370.4,,,6,6
0.4,0.95,1.405,256.7,,,0,0
0.4,0.95,1.337,266,,,0,0.5
0.4,0.95,1.271,274.9,,,0,1
0.4,0.95,1.207,283.6,,,0,1.5
0.4,0.95,1.146,291.9,,,0,2
0.4,0.95,1.086,300,,,0,2.5
0.4,0.95,1.028,307.9,,,0,3
0.4,0.95,0.9713,315.6,,,0,3.5
0.4,0.95,0.9159,323.1,,,0,4
0.4,0.95,0.8615,330.5,,,0,4.5
0.4,0.95,0.8078,337.8,,,0,5
0.4,0.95,0.7544,345,,,0,5.5
0.4,0.95,0.7008,352.3,,,0,6
0.4,0.95,1.346,264.7,,,0.5,0
0.4,0.95,1.283,273.2,,,0.5,0.5
0.4,0.95,1.222,281.5,,,0.5,1
0.4,0.95,1.163,289.5,,,0.5,1.5
0.4,0.95,1.106,297.3,,,0.5,2
0.4,0.95,1.05,304.9,,,0.5,2.5
0.4,0.95,0.9954,312.3,,,0.5,3
0.4,0.95,0.9422,319.5,,,0.5,3.5
0.4,0.95,0.8899,326.6,,,0.5,4
0.4,0.95,0.8385,333.6,,,0.5,4.5
0.4,0.95,0.7875,340.5,,,0.5,5
0.4,0.95,0.7366,347.4,,,0.5,5.5
0.4,0.95,0.6854,354.4,,,0.5,6
0.4,0.95,1.294,271.7,,,1,0
0.4,0.95,1.236,279.7,,,1,0.5
0.4,0.95,1.179,287.4,,,1,1
0.4,0.95,1.124,294.9,,,1,1.5
0.4,0.95,1.07,302.2,,,1,2
0.4,0.95,1.017,309.3,,,1,2.5
0.4,0.95,0.9662,316.3,,,1,3
0.4,0.95,0.9159,323.1,,,1,3.5
0.4,0.95,0.8665,329.8,,,1,4
0.4,0.95,0.8176,336.4,,,1,4.5
0.4,0.95,0.769,343,,,1,5
0.4,0.95,0.7204,349.6,,,1,5.5
0.4,0.95,0.6713,356.3,,,1,6
0.4,0.95,1.248,278,,,1.5,0
0.4,0.95,1.194,285.4,,,1.5,0.5
0.4,0.95,1.14,292.6,,,1.5,1
0.4,0.95,1.088,299.7,,,1.5,1.5
0.4,0.95,1.038,306.5,,,1.5,2
0.4,0.95,0.9884,313.2,,,1.5,2.5
0.4,0.95,0.9399,319.8,,,1.5,3
0.4,0.95,0.8922,326.3,,,1.5,3.5
0.4,0.95,0.8451,332.7,,,1.5,4
0.4,0.95,0.7985,339,,,1.5,4.5
0.4,0.95,0.7521,345.3,,,1.5,5
0.4,0.95,0.7055,351.6,,,1.5,5.5
0.4,0.95,0.6584,358,,,1.5,6
0.4,0.95,1.207,283.6,,,2,0
0.4,0.95,1.156,290.5,,,2,0.5
0.4,0.95,1.106,297.3,,,2,1
0.4,0.95,1.057,304,,,2,1.5
0.4,0.95,1.009,310.5,,,2,2
0.4,0.95,0.962,316.8,,,2,2.5
0.4,0.95,0.9159,323.1,,,2,3
0.4,0.95,0.8706,329.2,,,2,3.5
0.4,0.95,0.8257,335.3,,,2,4
0.4,0.95,0.7811,341.4,,,2,4.5
0.4,0.95,0.7366,347.4,,,2,5
0.4,0.95,0.6918,353.5,,,2,5.5
0.4,0.95,0.6464,359.7,,,2,6
0.4,0.95,1.17,288.6,,,2.5,0
0.4,0.95,1.121,295.2,,,2.5,0.5
0.4,0.95,1.074,301.6,,,2.5,1
0.4,0.95,1.028,307.9,,,2.5,1.5
0.4,0.95,0.9825,314,,,2.5,2
0.4,0.95,0.9379,320.1,,,2.5,2.5
0.4,0.95,0.8941,326,,,2.5,3
0.4,0.95,0.8508,331.9,,,2.5,3.5
0.4,0.95,0.8078,337.8,,,2.5,4
0.4,0.95,0.7651,343.6,,,2.5,4.5
0.4,0.95,0.7223,349.4,,,2.5,5
0.4,0.95,0.6792,355.2,,,2.5,5.5
0.4,0.95,0.6354,361.2,,,2.5,6
0.4,0.95,1.136,293.2,,,3,0
0.4,0.95,1.09,299.4,,,3,0.5
0.4,0.95,1.046,305.5,,,3,1
0.4,0.95,1.002,311.5,,,3,1.5
0.4,0.95,0.9584,317.3,,,3,2
0.4,0.95,0.9159,323.1,,,3,2.5
0.4,0.95,0.874,328.8,,,3,3
0.4,0.95,0.8326,334.4,,,3,3.5
0.4,0.95,0.7914,340,,,3,4
0.4,0.95,0.7503,345.6,,,3,4.5
0.4,0.95,0.7091,351.2,,,3,5
0.4,0.95,0.6675,356.8,,,3,5.5
0.4,0.95,0.6251,362.5,,,3,6
0.4,0.95,1.106,297.3,,,3.5,0
0.4,0.95,1.062,303.2,,,3.5,0.5
0.4,0.95,1.019,309,,,3.5,1
0.4,0.95,0.9775,314.7,,,3.5,1.5
0.4,0.95,0.9363,320.3,,,3.5,2
0.4,0.95,0.8957,325.8,,,3.5,2.5
0.4,0.95,0.8555,331.3,,,3.5,3
0.4,0.95,0.8158,336.7,,,3.5,3.5
0.4,0.95,0.7762,342.1,,,3.5,4
0.4,0.95,0.7366,347.4,,,3.5,4.5
0.4,0.95,0.6968,352.8,,,3.5,5
0.4,0.95,0.6566,358.3,,,3.5,5.5
0.4,0.95,0.6156,363.8,,,3.5,6
0.4,0.95,1.078,301.2,,,4,0
0.4,0.95,1.036,306.8,,,4,0.5
0.4,0.95,0.9954,312.3,,,4,1
0.4,0.95,0.9554,317.7,,,4,1.5
0.4,0.95,0.9159,323.1,,,4,2
0.4,0.95,0.877,328.4,,,4,2.5
0.4,0.95,0.8385,333.6,,,4,3
0.4,0.95,0.8002,338.8,,,4,3.5
0.4,0.95,0.762,344,,,4,4
0.4,0.95,0.7238,349.2,,,4,4.5
0.4,0.95,0.6854,354.4,,,4,5
0.4,0.95,0.6464,359.7,,,4,5.5
0.4,0.95,0.6066,365.1,,,4,6
0.4,0.95,1.052,304.7,,,4.5,0
0.4,0.95,1.012,310,,,4.5,0.5
0.4,0.95,0.9732,315.3,,,4.5,1
0.4,0.95,0.9349,320.5,,,4.5,1.5
0.4,0.95,0.8971,325.6,,,4.5,2
0.4,0.95,0.8597,330.7,,,4.5,2.5
0.4,0.95,0.8226,335.7,,,4.5,3
0.4,0.95,0.7857,340.8,,,4.5,3.5
0.4,0.95,0.7489,345.8,,,4.5,4
0.4,0.95,0.7119,350.8,,,4.5,4.5
0.4,0.95,0.6747,355.8,,,4.5,5
0.4,0.95,0.6369,360.9,,,4.5,5.5
0.4,0.95,0.5982,366.2,,,4.5,6
0.4,0.95,1.028,307.9,,,5,0
0.4,0.95,0.99,313,,,5,0.5
0.4,0.95,0.9527,318.1,,,5,1
0.4,0.95,0.9159,323.1,,,5,1.5
0.4,0.95,0.8796,328,,,5,2
0.4,0.95,0.8436,332.9,,,5,2.5
0.4,0.95,0.8078,337.8,,,5,3
0.4,0.95,0.7722,342.6,,,5,3.5
0.4,0.95,0.7366,347.4,,,5,4
0.4,0.95,0.7008,352.3,,,5,4.5
0.4,0.95,0.6647,357.2,,,5,5
0.4,0.95,0.628,362.2,,,5,5.5
0.4,0.95,0.5903,367.3,,,5,6
0.4,0.95,1.006,310.9,,,5.5,0
0.4,0.95,0.9695,315.8,,,5.5,0.5
0.4,0.95,0.9337,320.7,,,5.5,1
0.4,0.95,0.8983,325.5,,,5.5,1.5
0.4,0.95,0.8633,330.2,,,5.5,2
0.4,0.95,0.8286,334.9,,,5.5,2.5
0.4,0.95,0.794,339.6,,,5.5,3
0.4,0.95,0.7596,344.3,,,5.5,3.5
0.4,0.95,0.7251,349,,,5.5,4
0.4,0.95,0.6904,353.7,,,5.5,4.5
0.4,0.95,0.6553,358.5,,,5.5,5
0.4,0.95,0.6196,363.3,,,5.5,5.5
0.4,0.95,0.5829,368.3,,,5.5,6
0.4,0.95,0.9853,313.7,,,6,0
0.4,0.95,0.9504,318.4,,,6,0.5
0.4,0.95,0.9159,323.1,,,6,1
0.4,0.95,0.8818,327.7,,,6,1.5
0.4,0.95,0.8481,332.3,,,6,2
0.4,0.95,0.8145,336.8,,,6,2.5
0.4,0.95,0.7811,341.4,,,6,3
0.4,0.95,0.7477,345.9,,,6,3.5
0.4,0.95,0.7143,350.5,,,6,4
0.4,0.95,0.6806,355,,,6,4.5
0.4,0.95,0.6464,359.7,,,6,5
0.4,0.95,0.6117,364.4,,,6,5.5
0.4,0.95,0.5759,369.2,,,6,6
0.4,1,1.405,260.7,,,0,0
0.4,1,1.335,269.6,,,0,0.5
0.4,1,1.268,278.2,,,0,1
0.4,1,1.203,286.5,,,0,1.5
0.4,1,1.141,294.5,,,0,2
0.4,1,1.08,302.3,,,0,2.5
0.4,1,1.022,309.8,,,0,3
0.4,1,0.9649,317.1,,,0,3.5
0.4,1,0.9092,324.3,,,0,4
0.4,1,0.8546,331.3,,,0,4.5
0.4,1,0.8008,338.2,,,0,5
0.4,1,0.7473,345,,,0,5.5
0.4,1,0.6938,351.9,,,0,6
0.4,1,1.345,268.4,,,0.5,0
0.4,1,1.28,276.6,,,0.5,0.5
0.4,1,1.218,284.6,,,0.5,1
0.4,1,1.158,292.3,,,0.5,1.5
0.4,1,1.1,299.7,,,0.5,2
0.4,1,1.044,307,,,0.5,2.5
0.4,1,0.9891,314,,,0.5,3
0.4,1,0.9356,320.9,,,0.5,3.5
0.4,1,0.8831,327.6,,,0.5,4
0.4,1,0.8315,334.2,,,0.5,4.5
0.4,1,0.7804,340.8,,,0.5,5
0.4,1,0.7295,347.3,,,0.5,5.5
0.4,1,0.6784,353.9,,,0.5,6
0.4,1,1.292,275.1,,,1,0
0.4,1,1.232,282.8,,,1,0.5
0.4,1,1.175,290.2,,,1,1
0.4,1,1.119,297.4,,,1,1.5
0.4,1,1.064,304.3,,,1,2
0.4,1,1.011,311.1,,,1,2.5
0.4,1,0.9597,317.8,,,1,3
0.4,1,0.9092,324.3,,,1,3.5
0.4,1,0.8595,330.6,,,1,4
0.4,1,0.8105,336.9,,,1,4.5
0.4,1,0.7619,343.2,,,1,5
0.4,1,0.7133,349.4,,,1,5.5
0.4,1,0.6643,355.7,,,1,6
0.4,1,1.245,281.1,,,1.5,0
0.4,1,1.189,288.3,,,1.5,0.5
0.4,1,1.135,295.2,,,1.5,1
0.4,1,1.083,301.9,,,1.5,1.5
0.4,1,1.032,308.5,,,1.5,2
0.4,1,0.982,314.9,,,1.5,2.5
0.4,1,0.9333,321.2,,,1.5,3
0.4,1,0.8854,327.3,,,1.5,3.5
0.4,1,0.8382,333.4,,,1.5,4
0.4,1,0.7915,339.4,,,1.5,4.5
0.4,1,0.745,345.3,,,1.5,5
0.4,1,0.6985,351.3,,,1.5,5.5
0.4,1,0.6514,357.4,,,1.5,6
0.4,1,1.203,286.5,,,2,0
0.4,1,1.151,293.2,,,2,0.5
0.4,1,1.1,299.7,,,2,1
0.4,1,1.051,306.1,,,2,1.5
0.4,1,1.003,312.3,,,2,2
0.4,1,0.9555,318.3,,,2,2.5
0.4,1,0.9092,324.3,,,2,3
0.4,1,0.8637,330.1,,,2,3.5
0.4,1,0.8187,335.9,,,2,4
0.4,1,0.774,341.6,,,2,4.5
0.4,1,0.7295,347.3,,,2,5
0.4,1,0.6848,353.1,,,2,5.5
0.4,1,0.6395,358.9,,,2,6
0.4,1,1.165,291.4,,,2.5,0
0.4,1,1.116,297.7,,,2.5,0.5
0.4,1,1.069,303.8,,,2.5,1
0.4,1,1.022,309.8,,,2.5,1.5
0.4,1,0.9761,315.7,,,2.5,2
0.4,1,0.9313,321.4,,,2.5,2.5
0.4,1,0.8873,327.1,,,2.5,3
0.4,1,0.8438,332.7,,,2.5,3.5
0.4,1,0.8008,338.2,,,2.5,4
0.4,1,0.758,343.7,,,2.5,4.5
0.4,1,0.7152,349.2,,,2.5,5
0.4,1,0.6722,354.7,,,2.5,5.5
0.4,1,0.6285,360.3,,,2.5,6
0.4,1,1.131,295.7,,,3,0
0.4,1,1.085,301.7,,,3,0.5
0.4,1,1.04,307.5,,,3,1
0.4,1,0.9954,313.2,,,3,1.5
0.4,1,0.9519,318.8,,,3,2
0.4,1,0.9092,324.3,,,3,2.5
0.4,1,0.8671,329.7,,,3,3
0.4,1,0.8256,335,,,3,3.5
0.4,1,0.7843,340.3,,,3,4
0.4,1,0.7432,345.6,,,3,4.5
0.4,1,0.7021,350.9,,,3,5
0.4,1,0.6605,356.2,,,3,5.5
0.4,1,0.6183,361.6,,,3,6
0.4,1,1.1,299.7,,,3.5,0
0.4,1,1.056,305.4,,,3.5,0.5
0.4,1,1.013,310.9,,,3.5,1
0.4,1,0.9711,316.3,,,3.5,1.5
0.4,1,0.9297,321.6,,,3.5,2
0.4,1,0.8889,326.9,,,3.5,2.5
0.4,1,0.8486,332,,,3.5,3
0.4,1,0.8087,337.2,,,3.5,3.5
0.4,1,0.7691,342.2,,,3.5,4
0.4,1,0.7295,347.3,,,3.5,4.5
0.4,1,0.6898,352.4,,,3.5,5
0.4,1,0.6497,357.6,,,3.5,5.5
0.4,1,0.6088,362.8,,,3.5,6
0.4,1,1.072,303.4,,,4,0
0.4,1,1.03,308.7,,,4,0.5
0.4,1,0.9891,314,,,4,1
0.4,1,0.9488,319.2,,,4,1.5
0.4,1,0.9092,324.3,,,4,2
0.4,1,0.8701,329.3,,,4,2.5
0.4,1,0.8315,334.2,,,4,3
0.4,1,0.7931,339.2,,,4,3.5
0.4,1,0.755,344.1,,,4,4
0.4,1,0.7168,349,,,4,4.5
0.4,1,0.6784,353.9,,,4,5
0.4,1,0.6395,358.9,,,4,5.5
0.4,1,0.5998,364,,,4,6
0.4,1,1.046,306.7,,,4.5,0
0.4,1,1.006,311.8,,,4.5,0.5
0.4,1,0.9668,316.9,,,4.5,1
0.4,1,0.9283,321.8,,,4.5,1.5
0.4,1,0.8903,326.7,,,4.5,2
0.4,1,0.8527,331.5,,,4.5,2.5
0.4,1,0.8156,336.3,,,4.5,3
0.4,1,0.7786,341,,,4.5,3.5
0.4,1,0.7418,345.8,,,4.5,4
0.4,1,0.7049,350.5,,,4.5,4.5
0.4,1,0.6677,355.3,,,4.5,5
0.4,1,0.6301,360.1,,,4.5,5.5
0.4,1,0.5915,365,,,4.5,6
0.4,1,1.022,309.8,,,5,0
0.4,1,0.9837,314.7,,,5,0.5
0.4,1,0.9462,319.5,,,5,1
0.4,1,0.9092,324.3,,,5,1.5
0.4,1,0.8727,328.9,,,5,2
0.4,1,0.8366,333.6,,,5,2.5
0.4,1,0.8008,338.2,,,5,3
0.4,1,0.7651,342.8,,,5,3.5
0.4,1,0.7295,347.3,,,5,4
0.4,1,0.6938,351.9,,,5,4.5
0.4,1,0.6578,356.5,,,5,5
0.4,1,0.6211,361.2,,,5,5.5
0.4,1,0.5836,366.1,,,5,6
0.4,1,0.9996,312.6,,,5.5,0
0.4,1,0.963,317.3,,,5.5,0.5
0.4,1,0.927,322,,,5.5,1
0.4,1,0.8915,326.5,,,5.5,1.5
0.4,1,0.8564,331,,,5.5,2
0.4,1,0.8215,335.5,,,5.5,2.5
0.4,1,0.787,340,,,5.5,3
0.4,1,0.7525,344.4,,,5.5,3.5
0.4,1,0.718,348.8,,,5.5,4
0.4,1,0.6834,353.3,,,5.5,4.5
0.4,1,0.6484,357.7,,,5.5,5
0.4,1,0.6128,362.3,,,5.5,5.5
0.4,1,0.5762,367,,,5.5,6
0.4,1,0.979,315.3,,,6,0
0.4,1,0.9438,319.8,,,6,0.5
0.4,1,0.9092,324.3,,,6,1
0.4,1,0.875,328.6,,,6,1.5
0.4,1,0.8411,333,,,6,2
0.4,1,0.8075,337.3,,,6,2.5
0.4,1,0.774,341.6,,,6,3
0.4,1,0.7406,345.9,,,6,3.5
0.4,1,0.7072,350.2,,,6,4
0.4,1,0.6736,354.5,,,6,4.5
0.4,1,0.6395,358.9,,,6,5
0.4,1,0.6049,363.3,,,6,5.5
0.4,1,0.5692,367.9,,,6,6
0.5,0.6,1.4,229.7,,,0,0
0.5,0.6,1.353,238.6,,,0,0.5
0.5,0.6,1.306,247.4,,,0,1
0.5,0.6,1.259,256.2,,,0,1.5
0.5,0.6,1.212,265,,,0,2
0.5,0.6,1.165,273.8,,,0,2.5
0.5,0.6,1.118,282.7,,,0,3
0.5,0.6,1.071,291.5,,,0,3.5
0.5,0.6,1.023,300.5,,,0,4
0.5,0.6,0.9749,309.5,,,0,4.5
0.5,0.6,0.926,318.6,,,0,5
0.5,0.6,0.8761,328,,,0,5.5
0.5,0.6,0.8246,337.7,,,0,6
0.5,0.6,1.36,237.3,,,0.5,0
0.5,0.6,1.315,245.7,,,0.5,0.5
0.5,0.6,1.27,254.1,,,0.5,1
0.5,0.6,1.225,262.5,,,0.5,1.5
0.5,0.6,1.181,270.9,,,0.5,2
0.5,0.6,1.136,279.3,,,0.5,2.5
0.5,0.6,1.091,287.7,,,0.5,3
0.5,0.6,1.046,296.2,,,0.5,3.5
0.5,0.6,1,304.7,,,0.5,4
0.5,0.6,0.9541,313.4,,,0.5,4.5
0.5,0.6,0.9072,322.2,,,0.5,5
0.5,0.6,0.8591,331.2,,,0.5,5.5
0.5,0.6,0.8095,340.5,,,0.5,6
0.5,0.6,1.323,244.2,,,1,0
0.5,0.6,1.28,252.2,,,1,0.5
0.5,0.6,1.238,260.2,,,1,1
0.5,0.6,1.195,268.2,,,1,1.5
0.5,0.6,1.152,276.2,,,1,2
0.5,0.6,1.109,284.3,,,1,2.5
0.5,0.6,1.066,292.3,,,1,3
0.5,0.6,1.023,300.5,,,1,3.5
0.5,0.6,0.9793,308.6,,,1,4
0.5,0.6,0.935,317,,,1,4.5
0.5,0.6,0.8898,325.4,,,1,5
0.5,0.6,0.8435,334.1,,,1,5.5
0.5,0.6,0.7956,343.1,,,1,6
0.5,0.6,1.29,250.5,,,1.5,0
0.5,0.6,1.249,258.1,,,1.5,0.5
0.5,0.6,1.208,265.8,,,1.5,1
0.5,0.6,1.167,273.5,,,1.5,1.5
0.5,0.6,1.126,281.1,,,1.5,2
0.5,0.6,1.085,288.8,,,1.5,2.5
0.5,0.6,1.044,296.6,,,1.5,3
0.5,0.6,1.002,304.4,,,1.5,3.5
0.5,0.6,0.9601,312.2,,,1.5,4
0.5,0.6,0.9174,320.2,,,1.5,4.5
0.5,0.6,0.8739,328.4,,,1.5,5
0.5,0.6,0.8291,336.8,,,1.5,5.5
0.5,0.6,0.7827,345.5,,,1.5,6
0.5,0.6,1.259,256.2,,,2,0
0.5,0.6,1.22,263.6,,,2,0.5
0.5,0.6,1.181,270.9,,,2,1
0.5,0.6,1.141,278.3,,,2,1.5
0.5,0.6,1.102,285.6,,,2,2
0.5,0.6,1.063,293,,,2,2.5
0.5,0.6,1.023,300.5,,,2,3
0.5,0.6,0.983,308,,,2,3.5
0.5,0.6,0.9424,315.6,,,2,4
0.5,0.6,0.9012,323.3,,,2,4.5
0.5,0.6,0.8591,331.2,,,2,5
0.5,0.6,0.8158,339.3,,,2,5.5
0.5,0.6,0.7708,347.7,,,2,6
0.5,0.6,1.231,261.5,,,2.5,0
0.5,0.6,1.193,268.6,,,2.5,0.5
0.5,0.6,1.156,275.6,,,2.5,1
0.5,0.6,1.118,282.7,,,2.5,1.5
0.5,0.6,1.08,289.8,,,2.5,2
0.5,0.6,1.042,296.9,,,2.5,2.5
0.5,0.6,1.004,304,,,2.5,3
0.5,0.6,0.9652,311.3,,,2.5,3.5
0.5,0.6,0.926,318.6,,,2.5,4
0.5,0.6,0.8862,326.1,,,2.5,4.5
0.5,0.6,0.8454,333.7,,,2.5,5
0.5,0.6,0.8034,341.6,,,2.5,5.5
0.5,0.6,0.7597,349.8,,,2.5,6
0.5,0.6,1.205,266.4,,,3,0
0.5,0.6,1.169,273.2,,,3,0.5
0.5,0.6,1.132,280,,,3,1
0.5,0.6,1.096,286.8,,,3,1.5
0.5,0.6,1.06,293.6,,,3,2
0.5,0.6,1.023,300.5,,,3,2.5
0.5,0.6,0.9861,307.4,,,3,3
0.5,0.6,0.9487,314.4,,,3,3.5
0.5,0.6,0.9108,321.5,,,3,4
0.5,0.6,0.8722,328.7,,,3,4.5
0.5,0.6,0.8326,336.1,,,3,5
0.5,0.6,0.7918,343.8,,,3,5.5
0.5,0.6,0.7493,351.8,,,3,6
0.5,0.6,1.181,270.9,,,3.5,0
0.5,0.6,1.146,277.4,,,3.5,0.5
0.5,0.6,1.111,284,,,3.5,1
0.5,0.6,1.076,290.5,,,3.5,1.5
0.5,0.6,1.041,297.1,,,3.5,2
0.5,0.6,1.005,303.8,,,3.5,2.5
0.5,0.6,0.9695,310.5,,,3.5,3
0.5,0.6,0.9333,317.3,,,3.5,3.5
0.5,0.6,0.8966,324.2,,,3.5,4
0.5,0.6,0.8591,331.2,,,3.5,4.5
0.5,0.6,0.8207,338.4,,,3.5,5
0.5,0.6,0.7809,345.8,,,3.5,5.5
0.5,0.6,0.7396,353.6,,,3.5,6
0.5,0.6,1.158,275.1,,,4,0
0.5,0.6,1.125,281.4,,,4,0.5
0.5,0.6,1.091,287.7,,,4,1
0.5,0.6,1.057,294.1,,,4,1.5
0.5,0.6,1.023,300.5,,,4,2
0.5,0.6,0.9887,306.9,,,4,2.5
0.5,0.6,0.9541,313.4,,,4,3
0.5,0.6,0.919,320,,,4,3.5
0.5,0.6,0.8833,326.6,,,4,4
0.5,0.6,0.8469,333.5,,,4,4.5
0.5,0.6,0.8095,340.5,,,4,5
0.5,0.6,0.7708,347.7,,,4,5.5
0.5,0.6,0.7304,355.3,,,4,6
0.5,0.6,1.137,279,,,4.5,0
0.5,0.6,1.105,285.1,,,4.5,0.5
0.5,0.6,1.072,291.2,,,4.5,1
0.5,0.6,1.039,297.4,,,4.5,1.5
0.5,0.6,1.007,303.5,,,4.5,2
0.5,0.6,0.9732,309.8,,,4.5,2.5
0.5,0.6,0.9396,316.1,,,4.5,3
0.5,0.6,0.9055,322.5,,,4.5,3.5
0.5,0.6,0.8708,329,,,4.5,4
0.5,0.6,0.8354,335.6,,,4.5,4.5
0.5,0.6,0.7989,342.5,,,4.5,5
0.5,0.6,0.7612,349.5,,,4.5,5.5
0.5,0.6,0.7218,356.9,,,4.5,6
0.5,0.6,1.118,282.7,,,5,0
0.5,0.6,1.086,288.6,,,5,0.5
0.5,0.6,1.055,294.5,,,5,1
0.5,0.6,1.023,300.5,,,5,1.5
0.5,0.6,0.991,306.5,,,5,2
0.5,0.6,0.9587,312.5,,,5,2.5
0.5,0.6,0.926,318.6,,,5,3
0.5,0.6,0.8929,324.8,,,5,3.5
0.5,0.6,0.8591,331.2,,,5,4
0.5,0.6,0.8246,337.7,,,5,4.5
0.5,0.6,0.789,344.3,,,5,5
0.5,0.6,0.7522,351.2,,,5,5.5
0.5,0.6,0.7137,358.4,,,5,6
0.5,0.6,1.1,286.1,,,5.5,0
0.5,0.6,1.069,291.8,,,5.5,0.5
0.5,0.6,1.038,297.6,,,5.5,1
0.5,0.6,1.008,303.3,,,5.5,1.5
0.5,0.6,0.9765,309.2,,,5.5,2
0.5,0.6,0.9451,315.1,,,5.5,2.5
0.5,0.6,0.9133,321,,,5.5,3
0.5,0.6,0.881,327.1,,,5.5,3.5
0.5,0.6,0.848,333.2,,,5.5,4
0.5,0.6,0.8143,339.6,,,5.5,4.5
0.5,0.6,0.7796,346.1,,,5.5,5
0.5,0.6,0.7436,352.8,,,5.5,5.5
0.5,0.6,0.706,359.9,,,5.5,6
0.5,0.6,1.082,289.3,,,6,0
0.5,0.6,1.053,294.9,,,6,0.5
0.5,0.6,1.023,300.5,,,6,1
0.5,0.6,0.993,306.1,,,6,1.5
0.5,0.6,0.9628,311.7,,,6,2
0.5,0.6,0.9322,317.5,,,6,2.5
0.5,0.6,0.9012,323.3,,,6,3
0.5,0.6,0.8697,329.2,,,6,3.5
0.5,0.6,0.8376,335.2,,,6,4
0.5,0.6,0.8047,341.4,,,6,4.5
0.5,0.6,0.7708,347.7,,,6,5
0.5,0.6,0.7356,354.3,,,6,5.5
0.5,0.6,0.6987,361.2,,,6,6
0.5,0.65,1.399,232.7,,,0,0
0.5,0.65,1.351,241.4,,,0,0.5
0.5,0.65,1.303,250.1,,,0,1
0.5,0.65,1.255,258.7,,,0,1.5
0.5,0.65,1.208,267.3,,,0,2
0.5,0.65,1.16,275.9,,,0,2.5
0.5,0.65,1.112,284.5,,,0,3
0.5,0.65,1.065,293.2,,,0,3.5
0.5,0.65,1.017,301.8,,,0,4
0.5,0.65,0.9685,310.6,,,0,4.5
0.5,0.65,0.9194,319.5,,,0,5
0.5,0.65,0.8693,328.5,,,0,5.5
0.5,0.65,0.8178,337.9,,,0,6
0.5,0.65,1.358,240.2,,,0.5,0
0.5,0.65,1.312,248.4,,,0.5,0.5
0.5,0.65,1.266,256.7,,,0.5,1
0.5,0.65,1.221,264.9,,,0.5,1.5
0.5,0.65,1.176,273.1,,,0.5,2
0.5,0.65,1.131,281.3,,,0.5,2.5
0.5,0.65,1.085,289.5,,,0.5,3
0.5,0.65,1.04,297.7,,,0.5,3.5
0.5,0.65,0.9939,306,,,0.5,4
0.5,0.65,0.9476,314.4,,,0.5,4.5
0.5,0.65,0.9005,322.9,,,0.5,5
0.5,0.65,0.8523,331.6,,,0.5,5.5
0.5,0.65,0.8027,340.6,,,0.5,6
0.5,0.65,1.32,246.9,,,1,0
0.5,0.65,1.277,254.8,,,1,0.5
0.5,0.65,1.233,262.6,,,1,1
0.5,0.65,1.19,270.5,,,1,1.5
0.5,0.65,1.147,278.3,,,1,2
0.5,0.65,1.104,286.1,,,1,2.5
0.5,0.65,1.06,293.9,,,1,3
0.5,0.65,1.017,301.8,,,1,3.5
0.5,0.65,0.9729,309.8,,,1,4
0.5,0.65,0.9284,317.8,,,1,4.5
0.5,0.65,0.8831,326,,,1,5
0.5,0.65,0.8367,334.4,,,1,5.5
0.5,0.65,0.7888,343.1,,,1,6
0.5,0.65,1.286,253.1,,,1.5,0
0.5,0.65,1.245,260.6,,,1.5,0.5
0.5,0.65,1.203,268.1,,,1.5,1
0.5,0.65,1.162,275.6,,,1.5,1.5
0.5,0.65,1.121,283,,,1.5,2
